,resale_price,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,model_year,model,car_age
284,428000.0,1248.0,Third Party,Manual,46929.0,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Lucknow,2016,Maruti Swift,6.0
285,994000.0,1591.0,Third Party insurance,Manual,47000.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Lucknow,2017,Hyundai Creta,6.0
286,224000.00000000003,814.0,Third Party,Manual,52703.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2014,Hyundai EON,9.0
288,312000.0,1248.0,Third Party,Manual,117206.0,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Lucknow,2013,Maruti Swift,10.0
289,814000.0,1498.0,Third Party insurance,Automatic,30296.0,First Owner,Diesel,108.6,5.0,21.72,Sedan,Lucknow,2017,Skoda Rapid,6.0
290,297000.0,814.0,Third Party insurance,Manual,15614.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2017,Hyundai EON,5.0
292,1130000.0,1582.0,Third Party insurance,Manual,40000.0,First Owner,Diesel,126.2,5.0,20.5,SUV,Lucknow,2020,Hyundai Creta,3.0
294,250000.0,1598.0,Third Party insurance,Manual,110000.0,Second Owner,Diesel,103.5,5.0,20.5,Sedan,Lucknow,2012,Skoda Rapid,11.0
296,280000.0,998.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,67.05,5.0,23.95,Hatchback,Lucknow,2018,Maruti Alto,5.0
297,315000.0,1248.0,Third Party,Manual,74208.0,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Lucknow,2013,Maruti Swift,10.0
299,508000.0,1197.0,Comprehensive,Automatic,29406.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Lucknow,2017,Maruti Ignis,6.0
300,382000.0,998.0,Third Party,Automatic,72029.0,Second Owner,Petrol,65.71,5.0,26.0,Hatchback,Lucknow,2016,Maruti Celerio,7.0
301,708000.0,1248.0,Zero Dep,Manual,89341.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,2017,Maruti Vitara,6.0
302,782000.0,1197.0,Zero Dep,Automatic,25799.0,First Owner,Petrol,81.86,5.0,20.1,Sedan,Lucknow,2020,Hyundai Aura,3.0
303,595000.0,1197.0,Third Party,Manual,47641.0,Third Owner,Petrol,81.86,5.0,17.19,Hatchback,Lucknow,2018,Hyundai i20,5.0
304,520000.0,1197.0,Third Party insurance,Manual,40584.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Lucknow,2019,Maruti Swift,3.0
305,307000.0,998.0,Third Party insurance,Manual,39259.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Lucknow,2017,Maruti Alto,5.0
308,1050000.0,1582.0,Third Party insurance,Manual,100000.0,First Owner,Diesel,126.2,5.0,20.5,SUV,Lucknow,2018,Hyundai Creta,5.0
310,1400000.0,1498.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,108.49,5.0,15.43,SUV,Lucknow,2022,MG Astor,1.0
311,590000.0,1396.0,Third Party insurance,Manual,80000.0,Second Owner,Diesel,88.7,5.0,24.8,Sedan,Lucknow,2017,Hyundai Verna,6.0
312,380000.0,1248.0,Third Party insurance,Manual,80000.0,Second Owner,Diesel,74.0,5.0,23.4,Sedan,Lucknow,2013,Maruti Swift,10.0
313,389000.0,1248.0,Comprehensive,Manual,97697.0,First Owner,Diesel,74.0,5.0,23.4,Sedan,Lucknow,2014,Maruti Swift,9.0
314,355000.0,1197.0,Comprehensive,Manual,60708.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Lucknow,2014,Maruti Swift,9.0
315,504000.0,1197.0,Third Party insurance,Manual,72225.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Lucknow,2019,Maruti Ignis,4.0
316,532000.0,1461.0,Third Party insurance,Manual,94226.0,Second Owner,Diesel,108.45,5.0,19.6,SUV,Lucknow,2016,Renault Duster,5.0
317,705000.0,1197.0,Third Party,Manual,22808.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2021,Maruti Baleno,2.0
318,341000.0,998.0,Third Party insurance,Manual,76980.0,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Lucknow,2020,Maruti S-Presso,3.0
319,140000.0,1172.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,67.0,5.0,15.7,Hatchback,Lucknow,2012,Fiat Punto,11.0
321,525000.0,1493.0,Third Party insurance,Manual,100000.0,First Owner,Diesel,100.0,7.0,18.49,SUV,Lucknow,2016,Mahindra TUV,7.0
324,573000.0,1197.0,Third Party insurance,Manual,65698.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Lucknow,2019,Maruti Swift,4.0
325,357000.0,1598.0,Third Party insurance,Manual,82101.0,Second Owner,Petrol,102.5,5.0,13.24,SUV,Lucknow,2014,Nissan Terrano,9.0
326,455999.99999999994,1364.0,Third Party insurance,Manual,59819.0,Second Owner,Diesel,67.04,5.0,23.59,Hatchback,Lucknow,2015,Toyota Etios,7.0
327,237000.0,998.0,Zero Dep,Manual,115250.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Lucknow,2016,Maruti Alto,7.0
328,766000.0,1591.0,Comprehensive,Manual,29033.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Lucknow,2015,Hyundai Creta,8.0
329,479000.0,1197.0,Third Party insurance,Manual,57294.0,Second Owner,Petrol,81.86,5.0,17.19,Hatchback,Lucknow,2015,Hyundai i20,8.0
330,270000.0,796.0,Third Party insurance,Manual,32464.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Lucknow,2018,Maruti Alto,5.0
331,691000.0,1198.0,Third Party insurance,Automatic,12762.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Lucknow,2018,Tata Nexon,5.0
332,473000.00000000006,1198.0,Third Party,Manual,51719.0,First Owner,Diesel,77.0,6.0,25.32,Hatchback,Lucknow,2017,Mahindra KUV,6.0
333,114999.99999999999,998.0,Third Party insurance,Manual,110000.0,First Owner,Petrol,67.1,5.0,19.0,Hatchback,Lucknow,2011,Maruti Zen,12.0
336,1473000.0,999.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,113.98,5.0,19.47,Sedan,Lucknow,2022,Skoda Slavia,1.0
337,400000.0,1248.0,Third Party insurance,Manual,80000.0,Third Owner,Diesel,74.0,5.0,25.2,Hatchback,Lucknow,2014,Maruti Swift,9.0
339,570000.0,1396.0,Zero Dep,Manual,66141.0,Second Owner,Diesel,88.73,5.0,22.54,Hatchback,Lucknow,2018,Hyundai i20,5.0
340,438999.99999999994,1199.0,Third Party insurance,Automatic,8769.0,Second Owner,Petrol,83.83,5.0,23.84,Hatchback,Lucknow,2018,Tata Tiago,5.0
341,739000.0,1248.0,Comprehensive,Manual,30806.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,2018,Maruti Vitara,5.0
342,332000.0,796.0,Third Party,Manual,33245.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Lucknow,2019,Maruti Alto,4.0
343,593000.0,1197.0,Third Party,Manual,42665.0,First Owner,Petrol,81.86,5.0,20.14,Sedan,Lucknow,2018,Hyundai Xcent,5.0
344,535000.0,1498.0,Zero Dep,Manual,114431.0,First Owner,Diesel,98.6,5.0,25.8,Sedan,Lucknow,2018,Honda Amaze,5.0
345,546000.0,1197.0,Third Party insurance,Manual,38658.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2019,Maruti Baleno,4.0
346,504000.0,1197.0,Third Party insurance,Manual,23724.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Lucknow,2018,Hyundai Grand,4.0
347,300000.0,799.0,Third Party insurance,Manual,60000.0,Third Owner,Petrol,53.26,5.0,22.25,Hatchback,Lucknow,2021,Renault KWID,2.0
349,300000.0,1591.0,Third Party insurance,Manual,110000.0,Second Owner,Petrol,121.3,5.0,17.01,Sedan,Lucknow,2012,Hyundai Verna,11.0
350,545000.0,1198.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Lucknow,2017,Tata Nexon,6.0
351,1200000.0,1493.0,Third Party insurance,Manual,40000.0,First Owner,Diesel,113.45,5.0,25.0,Sedan,Lucknow,2022,Hyundai Verna,1.0
353,315000.0,999.0,Comprehensive,Automatic,34061.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Lucknow,2017,Renault KWID,6.0
354,470000.0,1197.0,Third Party,Manual,51140.0,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Lucknow,2018,Hyundai Grand,5.0
355,249000.00000000003,1086.0,Third Party,Manual,55076.0,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Lucknow,2014,Hyundai i10,9.0
356,315000.0,1120.0,Third Party insurance,Manual,113593.0,Second Owner,Diesel,70.0,5.0,24.0,Hatchback,Lucknow,2015,Hyundai Grand,8.0
357,469000.00000000006,1197.0,Zero Dep,Manual,54091.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2016,Maruti Baleno,7.0
358,494000.00000000006,1497.0,Third Party insurance,Automatic,56446.0,Second Owner,Petrol,116.3,5.0,16.8,Sedan,Lucknow,2012,Honda City,11.0
360,630000.0,1197.0,Third Party insurance,Manual,5806.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2021,Maruti Baleno,2.0
361,545000.0,1199.0,Comprehensive,Manual,53873.0,First Owner,Petrol,88.76,5.0,19.5,Sedan,Lucknow,2019,Honda Amaze,4.0
362,300000.0,1498.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,89.84,5.0,22.7,SUV,Lucknow,2013,Ford Ecosport,10.0
364,415000.00000000006,1591.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,121.3,5.0,17.01,Sedan,Lucknow,2012,Hyundai Verna,11.0
365,890000.0,1498.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,119.35,5.0,18.6,Sedan,Lucknow,2021,Honda City,2.0
366,240000.0,1248.0,Third Party insurance,Manual,100000.0,Third Owner,Diesel,73.94,5.0,23.2,Hatchback,Lucknow,2013,Maruti Ritz,10.0
367,459999.99999999994,1461.0,Third Party insurance,Manual,100000.0,First Owner,Diesel,108.5,5.0,19.01,SUV,Lucknow,2015,Nissan Terrano,8.0
368,500000.0,1197.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2018,Maruti Baleno,5.0
369,450000.0,998.0,Third Party insurance,Manual,80000.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Lucknow,2019,Maruti Wagon,4.0
370,633000.0,1197.0,Third Party insurance,Manual,15415.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2019,Maruti Baleno,4.0
372,315000.0,998.0,Third Party insurance,Automatic,109688.0,First Owner,Petrol,65.71,5.0,26.68,Hatchback,Lucknow,2016,Maruti Celerio,6.0
373,660000.0,1197.0,Third Party insurance,Manual,18914.0,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Lucknow,2019,Hyundai Grand,4.0
374,271000.0,814.0,Third Party,Manual,67328.0,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2017,Hyundai EON,6.0
375,476999.99999999994,1197.0,Comprehensive,Manual,81741.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Lucknow,2018,Maruti Ignis,5.0
376,586000.0,1197.0,Zero Dep,Manual,43788.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Lucknow,2021,Maruti Swift,2.0
377,401999.99999999994,1197.0,Comprehensive,Automatic,51520.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Lucknow,2016,Hyundai Grand,7.0
378,358000.0,1197.0,Comprehensive,Manual,60574.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Lucknow,2014,Maruti Swift,9.0
379,513000.0,1373.0,Third Party insurance,Manual,85507.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Lucknow,2016,Maruti Ciaz,7.0
380,304000.0,1197.0,Third Party insurance,Manual,100000.0,Third Owner,Petrol,82.0,5.0,18.9,Hatchback,Lucknow,2014,Hyundai Grand,9.0
384,500000.0,1499.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,98.96,5.0,24.4,Sedan,Lucknow,2017,Ford Aspire,6.0
385,350000.0,799.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Lucknow,2018,Renault KWID,5.0
386,800000.0,1497.0,Third Party insurance,Manual,70000.0,First Owner,Petrol,117.3,5.0,17.8,Sedan,Lucknow,2017,Honda City,6.0
387,900000.0,1396.0,Third Party insurance,Manual,60000.0,First Owner,Diesel,88.7,5.0,22.1,SUV,Lucknow,2019,Hyundai Creta,4.0
388,656000.0,1197.0,Zero Dep,Manual,34348.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2021,Maruti Baleno,2.0
389,682000.0,1197.0,Third Party insurance,Manual,34139.0,First Owner,Petrol,81.8,5.0,21.0,Hatchback,Lucknow,2020,Hyundai i20,2.0
390,413999.99999999994,1197.0,Comprehensive,Manual,91960.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2016,Maruti Baleno,7.0
391,526000.0,1497.0,Comprehensive,Manual,27567.0,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Lucknow,2016,Honda City,7.0
392,307000.0,814.0,Third Party,Manual,14669.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2018,Hyundai EON,5.0
393,527000.0,1498.0,Third Party,Manual,60047.0,Second Owner,Diesel,98.59,5.0,22.77,SUV,Lucknow,2016,Ford Ecosport,7.0
394,846000.0000000001,1498.0,Third Party,Manual,63152.0,First Owner,Diesel,98.96,5.0,21.7,SUV,Lucknow,2021,Ford Ecosport,2.0
395,639000.0,1248.0,Zero Dep,Manual,100250.0,First Owner,Diesel,74.0,5.0,27.39,Hatchback,Lucknow,2019,Maruti Baleno,3.0
396,625000.0,1498.0,Comprehensive,Manual,92708.0,Second Owner,Diesel,98.6,5.0,25.5,SUV,Lucknow,2017,Honda WR-V,5.0
397,587000.0,1373.0,Third Party insurance,Manual,47075.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Lucknow,2016,Maruti Ciaz,7.0
398,515000.00000000006,1582.0,Third Party insurance,Automatic,119655.0,Second Owner,Diesel,126.2,5.0,22.7,Sedan,Lucknow,2015,Hyundai Elantra,8.0
399,600000.0,1498.0,Third Party insurance,Automatic,120000.0,Second Owner,Diesel,108.6,5.0,21.72,Sedan,Lucknow,2017,Skoda Rapid,6.0
400,373000.0,998.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Lucknow,2019,Maruti S-Presso,4.0
401,300000.0,799.0,Third Party insurance,Automatic,110000.0,Second Owner,Petrol,53.3,5.0,25.17,Hatchback,Lucknow,2017,Renault KWID,6.0
402,125000.0,1086.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,62.1,5.0,17.92,Hatchback,Lucknow,2008,Hyundai Santro,15.0
403,450000.0,1498.0,Third Party insurance,Manual,70000.0,Second Owner,Diesel,108.62,5.0,21.66,Sedan,Lucknow,2016,Volkswagen Ameo,7.0
404,180000.0,1199.0,Third Party insurance,Manual,80000.0,Fifth Owner,Diesel,73.9,5.0,22.07,Hatchback,Lucknow,2011,Volkswagen Polo,12.0
405,700000.0,1497.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,121.0,7.0,17.3,MUV,Lucknow,2019,Mahindra Marazzo,4.0
406,285000.0,1248.0,Third Party insurance,Manual,90000.0,Fourth Owner,Diesel,74.0,5.0,22.9,Hatchback,Lucknow,2011,Maruti Swift,12.0
407,555000.0,1197.0,Third Party insurance,Manual,16772.0,Second Owner,Petrol,81.86,5.0,20.7,Hatchback,Lucknow,2019,Hyundai Grand,3.0
408,501000.0,1047.0,Third Party,Manual,49711.0,First Owner,Diesel,69.0,5.0,27.0,Hatchback,Lucknow,2019,Tata Tiago,4.0
409,780000.0,1396.0,Zero Dep,Manual,87608.0,First Owner,Diesel,88.7,5.0,22.1,SUV,Lucknow,2017,Hyundai Creta,6.0
410,710000.0,1498.0,Comprehensive,Manual,82812.0,First Owner,Diesel,98.96,5.0,23.0,SUV,Lucknow,2019,Ford Ecosport,4.0
411,743000.0,1199.0,Third Party insurance,Manual,23673.0,First Owner,Petrol,88.5,5.0,16.5,SUV,Lucknow,2021,Honda WR-V,2.0
412,616000.0,1497.0,Third Party,Manual,34139.0,Second Owner,Diesel,113.42,5.0,23.22,SUV,Lucknow,2018,Tata Nexon,5.0
413,490000.00000000006,1197.0,Third Party,Manual,64302.0,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Lucknow,2017,Hyundai i20,6.0
416,520000.0,1197.0,Comprehensive,Automatic,21231.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Lucknow,2017,Hyundai Grand,6.0
417,355000.0,998.0,Third Party,Manual,25619.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Lucknow,2016,Maruti Wagon,7.0
418,617000.0,1198.0,Comprehensive,Manual,49355.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Lucknow,2018,Tata Nexon,5.0
419,280000.0,1248.0,Third Party insurance,Manual,100000.0,Fourth Owner,Diesel,74.0,5.0,22.9,Hatchback,Lucknow,2011,Maruti Swift,12.0
420,800000.0,1248.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,88.5,5.0,25.1,SUV,Lucknow,2018,Maruti SX4,5.0
421,140000.0,1405.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,70.0,5.0,19.61,Sedan,Lucknow,2010,Tata Indigo,13.0
422,225000.0,1405.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,70.0,5.0,19.61,Sedan,Lucknow,2010,Tata Indigo,13.0
423,700000.0,1197.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,88.5,5.0,22.35,Hatchback,Lucknow,2023,Maruti Baleno,0.0
425,450000.0,1498.0,Third Party insurance,Manual,80000.0,Second Owner,Diesel,89.84,5.0,22.7,SUV,Lucknow,2014,Ford Ecosport,9.0
427,872000.0000000001,1199.0,Third Party,Manual,15525.0,First Owner,Petrol,118.36,5.0,17.57,SUV,Lucknow,2022,Tata Nexon,1.0
428,386000.0,998.0,Third Party,Automatic,24371.0,First Owner,Petrol,65.71,5.0,26.68,Hatchback,Lucknow,2015,Maruti Celerio,8.0
429,553000.0,1248.0,Comprehensive,Manual,106634.0,Second Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,2016,Maruti Vitara,7.0
430,504000.0,1498.0,Comprehensive,Manual,90038.0,Second Owner,Diesel,98.63,5.0,24.4,Hatchback,Lucknow,2018,Ford Freestyle,5.0
431,476000.0,1248.0,Comprehensive,Manual,67933.0,Second Owner,Diesel,74.0,5.0,26.59,Sedan,Lucknow,2015,Maruti Swift,8.0
433,540000.0,1197.0,Third Party,Manual,16996.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Lucknow,2020,Hyundai Grand,3.0
434,379000.0,998.0,Third Party insurance,Automatic,124932.0,First Owner,Petrol,67.0,5.0,21.63,Hatchback,Lucknow,2018,Maruti Celerio,4.0
435,656000.0,1197.0,Comprehensive,Manual,25940.0,First Owner,Petrol,88.5,5.0,22.35,Hatchback,Lucknow,2020,Toyota Glanza,3.0
436,500000.0,1197.0,Third Party,Manual,42299.0,Second Owner,Petrol,81.86,5.0,20.7,Hatchback,Lucknow,2019,Hyundai Grand,3.0
437,491000.0,998.0,Third Party,Manual,38933.0,First Owner,Petrol,67.0,5.0,21.63,Hatchback,Lucknow,2018,Maruti Celerio,5.0
438,965000.0,1462.0,Third Party insurance,Manual,39300.0,First Owner,Petrol,103.25,5.0,18.55,SUV,Lucknow,2020,Maruti SX4,3.0
440,375000.0,998.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Lucknow,2018,Maruti Wagon,5.0
441,400000.0,1461.0,Third Party insurance,Manual,70000.0,Second Owner,Diesel,83.8,5.0,20.45,SUV,Lucknow,2015,Nissan Terrano,8.0
443,353000.0,1461.0,Third Party insurance,Manual,70000.0,Second Owner,Diesel,83.8,5.0,20.45,SUV,Lucknow,2015,Nissan Terrano,8.0
444,650000.0,1197.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2020,Maruti Baleno,3.0
446,520000.0,1248.0,Third Party insurance,Automatic,120000.0,First Owner,Diesel,74.0,5.0,26.59,Sedan,Lucknow,2016,Maruti Swift,7.0
447,497000.0,1197.0,Third Party insurance,Manual,20329.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Lucknow,2019,Hyundai Grand,4.0
448,734000.0,1498.0,Third Party,Manual,56598.0,First Owner,Diesel,88.0,5.0,20.14,Hatchback,Lucknow,2018,Volkswagen Polo,5.0
449,682000.0,1197.0,Zero Dep,Manual,22615.0,Second Owner,Petrol,81.8,5.0,21.01,Hatchback,Lucknow,2021,Maruti Baleno,2.0
452,562000.0,1248.0,Third Party,Automatic,60579.0,First Owner,Diesel,74.0,5.0,26.8,Hatchback,Lucknow,2017,Maruti Ignis,6.0
453,584000.0,1197.0,Third Party insurance,Manual,95585.0,First Owner,Petrol,81.8,5.0,21.0,Hatchback,Lucknow,2020,Hyundai i20,3.0
455,319000.0,998.0,Third Party,Manual,64154.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Lucknow,2015,Maruti Wagon,7.0
456,540000.0,1197.0,Zero Dep,Manual,31163.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Lucknow,2017,Hyundai i20,6.0
457,493000.0,1497.0,Third Party insurance,Manual,92675.0,Second Owner,Petrol,117.3,5.0,17.4,Sedan,Lucknow,2015,Honda City,8.0
459,135000.0,995.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,62.0,5.0,18.0,Hatchback,Lucknow,2009,Chevrolet Spark,14.0
460,800000.0,998.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,118.35,5.0,18.27,SUV,Lucknow,2021,Hyundai Venue,2.0
461,500000.0,1196.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,72.41,7.0,16.11,Minivans,Lucknow,2022,Maruti Eeco,1.0
462,80000.0,998.0,Third Party insurance,Manual,40000.0,Second Owner,Petrol,67.1,5.0,19.0,Hatchback,Lucknow,2009,Maruti Zen,14.0
466,394000.0,1498.0,Third Party,Manual,99484.0,First Owner,Diesel,103.52,5.0,21.14,Sedan,Lucknow,2015,Skoda Rapid,8.0
467,242000.0,998.0,Third Party,Manual,51156.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Lucknow,2014,Maruti Alto,9.0
468,813000.0000000001,1497.0,Comprehensive,Manual,38693.0,Second Owner,Petrol,117.6,5.0,17.4,Sedan,Lucknow,2019,Honda City,4.0
469,591000.0,1197.0,Zero Dep,Automatic,27626.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,2017,Maruti Baleno,6.0
471,293000.0,998.0,Comprehensive,Manual,96498.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Lucknow,2015,Maruti Wagon,8.0
472,552000.0,1364.0,Third Party,Manual,26195.0,First Owner,Diesel,67.04,5.0,23.59,Hatchback,Lucknow,2018,Toyota Etios,5.0
473,404000.0,1199.0,Third Party insurance,Manual,38017.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Lucknow,2018,Tata Tiago,5.0
474,737000.0,1497.0,Third Party insurance,Manual,48978.0,First Owner,Petrol,117.6,5.0,17.4,Sedan,Lucknow,2018,Honda City,5.0
476,542000.0,1197.0,Third Party insurance,Manual,56907.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Lucknow,2019,Maruti Swift,4.0
477,641000.0,1197.0,Third Party insurance,Automatic,67778.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Lucknow,2018,Maruti Swift,5.0
480,150000.0,1396.0,Third Party insurance,Manual,110000.0,Second Owner,Diesel,70.0,5.0,23.57,Sedan,Lucknow,2012,Tata Indigo,11.0
481,250000.0,1198.0,Third Party insurance,Manual,110000.0,Second Owner,Petrol,86.7,5.0,18.0,Sedan,Lucknow,2013,Honda Amaze,10.0
483,499000.0,1199.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,84.82,5.0,19.01,Hatchback,Lucknow,2021,Tata Tiago,2.0
484,770000.0,1462.0,Third Party insurance,Manual,70000.0,First Owner,Petrol,103.25,5.0,20.65,Sedan,Lucknow,2020,Maruti Ciaz,3.0
486,472000.0,999.0,Third Party,Automatic,31945.0,Second Owner,Petrol,67.0,5.0,22.0,Hatchback,Lucknow,2021,Renault KWID,2.0
487,655000.0,1498.0,Zero Dep,Manual,104774.0,First Owner,Diesel,108.6,5.0,21.13,Sedan,Lucknow,2017,Skoda Rapid,5.0
488,438999.99999999994,1248.0,Zero Dep,Manual,124644.0,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Lucknow,2017,Maruti Swift,6.0
489,466000.0,1364.0,Third Party,Manual,61959.0,Second Owner,Diesel,67.05,5.0,23.59,Sedan,Lucknow,2015,Toyota Etios,8.0
490,1047000.0000000001,998.0,Third Party,Automatic,14785.0,First Owner,Petrol,118.41,5.0,20.28,Hatchback,Lucknow,2021,Hyundai i20,2.0
491,763000.0,1248.0,Zero Dep,Manual,54264.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,2019,Maruti Vitara,4.0
492,331000.0,1197.0,Comprehensive,Manual,40071.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Lucknow,2015,Hyundai Grand,8.0
493,594000.0,1199.0,Third Party insurance,Automatic,37153.0,First Owner,Petrol,88.7,5.0,18.1,Sedan,Lucknow,2018,Honda Amaze,4.0
494,621000.0,1462.0,Zero Dep,Manual,91391.0,First Owner,Petrol,103.25,5.0,21.56,Sedan,Lucknow,2019,Maruti Ciaz,4.0
495,605000.0,1197.0,Third Party,Manual,20580.0,Second Owner,Petrol,88.5,5.0,22.35,Hatchback,Lucknow,2020,Toyota Glanza,3.0
496,411000.00000000006,1198.0,Third Party insurance,Manual,83810.0,Second Owner,Petrol,73.75,5.0,17.0,Sedan,Lucknow,2016,Volkswagen Ameo,7.0
498,700000.0,1248.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Lucknow,2017,Maruti Vitara,6.0
501,850000.0,1462.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,103.26,5.0,17.03,SUV,Lucknow,2021,Maruti Vitara,2.0
503,120000.0,796.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,46.3,5.0,19.7,Hatchback,Lucknow,2010,Maruti Alto,13.0
504,750000.0,1498.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,97.9,5.0,25.6,Sedan,Lucknow,2018,Honda City,5.0
