,resale_price,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,model_year,model,car_age
11782,491000.0,1197.0,Comprehensive,Manual,45471.0,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2014,Hyundai i20,9.0
11784,170000.0,1298.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,85.8,5.0,17.5,Sedan,Mumbai,2009,Maruti Swift,14.0
11785,200000.0,1495.0,Third Party insurance,Manual,80000.0,First Owner,LPG,93.7,5.0,13.2,Sedan,Mumbai,2010,Hyundai Accent,13.0
11786,700000.0,1199.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,86.83,5.0,19.33,Hatchback,Mumbai,2020,Tata Altroz,3.0
11789,1150000.0,1197.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,108.62,5.0,16.5,SUV,Mumbai,2021,Mahindra XUV300,2.0
11790,513999.99999999994,1499.0,Comprehensive,Automatic,66000.0,Second Owner,Petrol,110.4,5.0,15.63,SUV,Mumbai,2015,Ford Ecosport,8.0
11791,634000.0,1199.0,Comprehensive,Manual,13056.0,First Owner,Petrol,84.88,5.0,19.05,Hatchback,Mumbai,2021,Tata Altroz,2.0
11792,668000.0,1497.0,Comprehensive,Manual,88319.0,First Owner,Petrol,117.3,5.0,17.8,Sedan,Mumbai,2017,Honda City,6.0
11793,1755999.9999999998,1493.0,Zero Dep,Manual,23155.0,First Owner,Diesel,113.98,7.0,20.4,SUV,Mumbai,2021,Hyundai Alcazar,2.0
11794,299000.0,1198.0,Comprehensive,Manual,12950.0,First Owner,Petrol,67.0,7.0,19.44,MUV,Mumbai,2016,Datsun GO,7.0
11795,631000.0,1498.0,Third Party insurance,Automatic,114247.0,Second Owner,Diesel,108.6,5.0,21.72,Sedan,Mumbai,2016,Skoda Rapid,7.0
11796,691000.0,1199.0,Comprehensive,Manual,14014.0,First Owner,Petrol,88.76,5.0,19.5,Sedan,Mumbai,2019,Honda Amaze,4.0
11797,394000.0,1197.0,Comprehensive,Manual,55718.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Mumbai,2013,Maruti Swift,10.0
11800,644000.0,1198.0,Comprehensive,Manual,25178.0,Second Owner,Petrol,108.5,5.0,17.0,SUV,Mumbai,2018,Tata Nexon,5.0
11801,755000.0,1462.0,Comprehensive,Manual,49281.0,First Owner,Petrol,103.25,5.0,21.56,Sedan,Mumbai,2019,Maruti Ciaz,4.0
11802,675000.0,1373.0,Third Party insurance,Manual,65088.0,First Owner,CNG,80.46,7.0,17.5,MUV,Mumbai,2015,Maruti Ertiga,8.0
11803,1375000.0,1497.0,Third Party insurance,Automatic,40000.0,First Owner,Diesel,115.05,5.0,19.7,SUV,Mumbai,2022,Mahindra XUV300,1.0
11804,310000.0,998.0,Third Party insurance,Manual,90000.0,Third Owner,CNG,58.16,5.0,26.6,Hatchback,Mumbai,2016,Maruti Wagon,7.0
11805,200000.0,1197.0,Third Party insurance,Manual,50000.0,Third Owner,Petrol,78.9,5.0,20.36,Hatchback,Mumbai,2009,Hyundai i10,14.0
11807,150000.0,1298.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,85.8,5.0,17.5,Sedan,Mumbai,2009,Maruti Swift,14.0
11809,450000.0,998.0,Third Party insurance,Automatic,60000.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Mumbai,2017,Maruti Celerio,6.0
11811,1011000.0,1462.0,Comprehensive,Manual,12970.0,First Owner,Petrol,103.26,5.0,17.03,SUV,Mumbai,2022,Toyota Urban,1.0
11814,799000.0,1591.0,Comprehensive,Manual,118621.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Mumbai,2016,Hyundai Creta,7.0
11815,497000.0,1248.0,Comprehensive,Manual,72552.0,Second Owner,Diesel,74.0,5.0,23.4,Sedan,Mumbai,2013,Maruti Swift,10.0
11816,325000.0,998.0,Third Party,Manual,107121.0,Third Owner,CNG,58.16,5.0,26.6,Hatchback,Mumbai,2016,Maruti Wagon,7.0
11818,520000.0,1197.0,Third Party insurance,Manual,57546.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Mumbai,2017,Maruti Swift,6.0
11819,564000.0,1197.0,Third Party insurance,Manual,36777.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,2016,Maruti Baleno,7.0
11820,415000.00000000006,1197.0,Third Party,Manual,45931.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2017,Hyundai Grand,5.0
11825,325000.0,1248.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,74.0,5.0,22.95,Sedan,Mumbai,2017,Tata Zest,6.0
11826,1700000.0,1353.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,138.05,7.0,16.2,MUV,Mumbai,2022,Kia Carens,1.0
11829,753000.0,1197.0,Third Party,Automatic,7819.0,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Mumbai,2021,Hyundai Grand,2.0
11830,587000.0,1197.0,Third Party,Manual,49509.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,2017,Maruti Baleno,6.0
11831,500000.0,1497.0,Third Party,Manual,37609.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Mumbai,2014,Honda City,9.0
11834,504000.0,1198.0,Third Party,Manual,14825.0,First Owner,Petrol,73.75,5.0,17.0,Sedan,Mumbai,2016,Volkswagen Ameo,7.0
11835,1033000.0,1591.0,Comprehensive,Automatic,45099.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Mumbai,2017,Hyundai Creta,6.0
11837,810000.0,1582.0,Comprehensive,Automatic,55603.0,Third Owner,Diesel,126.2,5.0,17.01,SUV,Mumbai,2015,Hyundai Creta,8.0
11839,850000.0,1498.0,Third Party insurance,Manual,80000.0,First Owner,Diesel,98.96,5.0,23.0,SUV,Mumbai,2018,Ford Ecosport,5.0
11841,800000.0,1373.0,Third Party insurance,Automatic,20000.0,First Owner,Petrol,91.1,5.0,19.12,Sedan,Mumbai,2018,Maruti Ciaz,5.0
11843,130000.0,1248.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,74.0,5.0,22.3,Hatchback,Mumbai,2012,Tata Indica,11.0
11845,438999.99999999994,1197.0,Comprehensive,Manual,38632.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,2016,Hyundai Grand,7.0
11847,523000.00000000006,1591.0,Comprehensive,Manual,42650.0,First Owner,Petrol,121.3,5.0,17.01,Sedan,Mumbai,2014,Hyundai Verna,9.0
11848,339000.0,1198.0,Third Party insurance,Manual,70145.0,Second Owner,Petrol,73.9,5.0,16.47,Hatchback,Mumbai,2013,Volkswagen Polo,10.0
11850,628000.0,1591.0,Comprehensive,Automatic,45017.0,First Owner,Petrol,121.4,5.0,17.1,Sedan,Mumbai,2015,Hyundai Verna,8.0
11852,320000.0,1496.0,Third Party,Manual,78004.0,First Owner,Petrol,88.73,5.0,16.78,Sedan,Mumbai,2013,Toyota Etios,10.0
11854,1450000.0,1497.0,Third Party insurance,Automatic,20000.0,First Owner,Diesel,108.49,5.0,22.07,SUV,Mumbai,2022,Tata Nexon,1.0
11855,1400000.0,1497.0,Third Party insurance,Automatic,20000.0,First Owner,Diesel,108.49,5.0,22.07,SUV,Mumbai,2022,Tata Nexon,1.0
11857,565000.0,1199.0,Comprehensive,Automatic,68000.0,First Owner,Petrol,88.7,5.0,18.2,Hatchback,Mumbai,2016,Honda Jazz,7.0
11861,349000.0,1198.0,Comprehensive,Manual,49000.0,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Mumbai,2016,Honda Brio,7.0
11862,413000.0,1197.0,Third Party,Manual,45476.0,Second Owner,Petrol,85.8,5.0,19.1,Sedan,Mumbai,2013,Maruti Swift,10.0
11863,317000.0,998.0,Third Party,Manual,40290.0,Second Owner,CNG,58.16,5.0,26.6,Hatchback,Mumbai,2014,Maruti Wagon,9.0
11865,667000.0,1598.0,Comprehensive,Automatic,22236.0,Second Owner,Petrol,103.2,5.0,14.84,Sedan,Mumbai,2018,Skoda Rapid,5.0
11866,817000.0,1591.0,Third Party,Manual,39543.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Mumbai,2015,Hyundai Creta,8.0
11868,518000.0,1197.0,Third Party,Manual,40265.0,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2017,Hyundai i20,6.0
11872,875000.0,1497.0,Third Party insurance,Manual,80000.0,First Owner,Petrol,117.6,5.0,17.4,Sedan,Mumbai,2018,Honda City,5.0
11873,675000.0,1373.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Mumbai,2015,Maruti Ciaz,8.0
11876,150000.0,814.0,Third Party insurance,Manual,40000.0,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Mumbai,2012,Hyundai EON,11.0
11880,919999.9999999999,1462.0,Third Party,Manual,14299.0,First Owner,Petrol,103.26,5.0,17.03,SUV,Mumbai,2020,Maruti Vitara,3.0
11881,626000.0,1373.0,Third Party,Automatic,40807.0,First Owner,Petrol,91.1,5.0,19.12,Sedan,Mumbai,2017,Maruti Ciaz,6.0
11882,594000.0,1497.0,Comprehensive,Manual,41585.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Mumbai,2015,Honda City,8.0
11883,772000.0,1396.0,Comprehensive,Manual,81099.0,First Owner,Diesel,88.76,5.0,22.54,Hatchback,Mumbai,2019,Hyundai i20,4.0
11884,548000.0,1197.0,Comprehensive,Manual,68595.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,2017,Maruti Baleno,6.0
11885,711000.0,1498.0,Comprehensive,Automatic,45000.0,First Owner,Petrol,104.5,5.0,14.99,SUV,Mumbai,2017,Renault Duster,6.0
11886,919999.9999999999,1248.0,Third Party,Manual,48359.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Mumbai,2018,Maruti Vitara,5.0
11887,975000.0,1199.0,Comprehensive,Automatic,7000.0,First Owner,Petrol,88.5,5.0,18.3,Sedan,Mumbai,2022,Honda Amaze,1.0
11888,1700000.0,1498.0,Third Party insurance,Automatic,60000.0,First Owner,Petrol,108.49,5.0,14.85,SUV,Mumbai,2022,MG Astor,1.0
11891,1325000.0,998.0,Comprehensive,Automatic,10500.0,First Owner,Petrol,118.35,5.0,18.15,SUV,Mumbai,2022,Hyundai Venue,1.0
11893,195000.0,1298.0,Third Party insurance,Manual,120000.0,Second Owner,Petrol,85.8,5.0,17.5,Sedan,Mumbai,2010,Maruti Swift,13.0
11894,550000.0,1598.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,103.2,5.0,16.09,Sedan,Mumbai,2016,Volkswagen Vento,7.0
11896,978999.9999999999,1462.0,Third Party,Manual,55642.0,Second Owner,Petrol,103.2,6.0,19.01,MUV,Mumbai,2021,Maruti XL6,2.0
11897,428000.0,1197.0,Third Party,Automatic,48347.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,2015,Hyundai Grand,8.0
11898,795000.0,1197.0,Zero Dep,Automatic,6600.0,First Owner,Petrol,88.5,5.0,22.56,Hatchback,Mumbai,2022,Maruti Swift,1.0
11899,676000.0,1199.0,Third Party,Manual,21759.0,First Owner,Petrol,88.7,5.0,17.5,SUV,Mumbai,2017,Honda WR-V,6.0
11900,231000.0,1298.0,Third Party,Manual,62259.0,Second Owner,Petrol,85.8,5.0,17.5,Sedan,Mumbai,2010,Maruti Swift,13.0
11902,546000.0,998.0,Third Party,Manual,23643.0,Third Owner,Petrol,100.5,5.0,21.1,Hatchback,Mumbai,2017,Maruti Baleno,6.0
11903,322000.0,998.0,Third Party,Manual,74681.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Mumbai,2015,Maruti Wagon,8.0
11905,1375000.0,1497.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,113.43,5.0,16.8,SUV,Mumbai,2020,Kia Seltos,3.0
11907,950000.0,1199.0,Third Party insurance,Automatic,50000.0,First Owner,Petrol,118.36,5.0,16.35,SUV,Mumbai,2020,Tata Nexon,3.0
11913,513000.0,1197.0,Third Party,Manual,75936.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,2017,Maruti Baleno,6.0
11914,836000.0,1199.0,Comprehensive,Manual,5212.0,First Owner,Petrol,118.35,5.0,17.33,SUV,Mumbai,2022,Tata Nexon,1.0
11915,654000.0,998.0,Third Party,Manual,9452.0,First Owner,Petrol,65.71,5.0,24.97,Hatchback,Mumbai,2022,Maruti Celerio,1.0
11920,388000.0,1298.0,Comprehensive,Manual,29160.0,First Owner,Petrol,85.8,5.0,17.5,Sedan,Mumbai,2012,Maruti Swift,11.0
11921,476000.0,1197.0,Third Party,Manual,61939.0,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2016,Hyundai i20,7.0
11923,500000.0,1498.0,Third Party insurance,Manual,30000.0,Second Owner,Diesel,88.8,5.0,20.14,Hatchback,Mumbai,2014,Volkswagen Polo,9.0
11924,525000.0,998.0,Third Party insurance,Automatic,50000.0,Third Owner,Petrol,67.04,5.0,23.1,Hatchback,Mumbai,2017,Maruti Celerio,6.0
11926,1150000.0,1497.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,113.18,5.0,17.7,Sedan,Mumbai,2022,Hyundai Verna,1.0
11928,240000.0,1591.0,Third Party insurance,Manual,100000.0,Third Owner,Petrol,121.3,5.0,17.01,Sedan,Mumbai,2011,Hyundai Verna,12.0
11930,525000.0,1598.0,Comprehensive,Manual,20221.0,First Owner,Petrol,103.52,5.0,15.0,Sedan,Mumbai,2016,Skoda Rapid,7.0
11931,348000.0,998.0,Third Party,Manual,39368.0,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Mumbai,2013,Maruti Wagon,10.0
11932,478000.0,1197.0,Third Party,Manual,52611.0,First Owner,Petrol,81.8,5.0,22.0,Hatchback,Mumbai,2015,Maruti Swift,8.0
11933,525000.0,1197.0,Comprehensive,Manual,47100.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2014,Hyundai i20,9.0
11934,578000.0,1197.0,Third Party,Automatic,86825.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,2017,Maruti Baleno,6.0
11935,459000.0,1197.0,Third Party,Manual,31200.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,2016,Hyundai Grand,7.0
11936,757000.0,1498.0,Third Party,Automatic,54985.0,Second Owner,Diesel,78.9,5.0,23.8,Sedan,Mumbai,2019,Honda Amaze,4.0
11937,1025000.0,1197.0,Zero Dep,Automatic,10950.0,First Owner,Petrol,88.5,5.0,22.94,Hatchback,Mumbai,2022,Maruti Baleno,1.0
11939,1011000.0,1462.0,Comprehensive,Manual,12902.0,First Owner,Petrol,103.26,5.0,17.03,SUV,Mumbai,2022,Toyota Urban,1.0
11940,728000.0,1598.0,Zero Dep,Automatic,60921.0,First Owner,Petrol,103.2,5.0,14.84,Sedan,Mumbai,2018,Skoda Rapid,5.0
11941,465000.00000000006,1197.0,Comprehensive,Manual,25000.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,2014,Hyundai Grand,9.0
11942,430000.0,1197.0,Third Party insurance,Manual,70000.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Mumbai,2014,Maruti Swift,9.0
11945,555000.0,1197.0,Comprehensive,Manual,27000.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,2016,Maruti Baleno,7.0
11948,280000.0,1198.0,Third Party insurance,Manual,120000.0,Third Owner,Petrol,73.9,5.0,16.47,Hatchback,Mumbai,2011,Volkswagen Polo,12.0
11949,384000.0,999.0,Third Party,Manual,19402.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Mumbai,2019,Renault KWID,4.0
11950,547000.0,1199.0,Third Party,Manual,24449.0,First Owner,Petrol,88.7,5.0,18.7,Hatchback,Mumbai,2018,Honda Jazz,5.0
11951,466000.0,1199.0,Third Party,Manual,72344.0,Third Owner,Petrol,88.7,5.0,18.7,Hatchback,Mumbai,2015,Honda Jazz,8.0
11952,227000.0,1197.0,Third Party insurance,Manual,41143.0,First Owner,Petrol,85.8,5.0,18.5,Hatchback,Mumbai,2012,Maruti Ritz,11.0
11953,819000.0,1591.0,Comprehensive,Manual,67224.0,First Owner,Petrol,121.3,5.0,15.29,SUV,Mumbai,2017,Hyundai Creta,6.0
11954,509999.99999999994,1461.0,Third Party insurance,Manual,36000.0,First Owner,Diesel,83.8,5.0,20.45,SUV,Mumbai,2014,Renault Duster,9.0
11956,518000.0,1199.0,Comprehensive,Automatic,23658.0,First Owner,Petrol,83.83,5.0,23.84,Hatchback,Mumbai,2018,Tata Tiago,5.0
11957,403000.0,1197.0,Comprehensive,Manual,38663.0,First Owner,Petrol,81.86,5.0,19.1,Sedan,Mumbai,2015,Hyundai Xcent,8.0
11958,635000.0,1582.0,Third Party insurance,Manual,77302.0,First Owner,Diesel,126.32,5.0,22.32,Sedan,Mumbai,2016,Hyundai Verna,7.0
11959,965000.0,1591.0,Comprehensive,Automatic,36300.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Mumbai,2017,Hyundai Creta,6.0
11961,300000.0,1197.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,82.9,5.0,18.5,Hatchback,Mumbai,2013,Hyundai i20,10.0
11962,450000.0,1199.0,Third Party insurance,Automatic,50000.0,Third Owner,Petrol,88.7,5.0,19.0,Hatchback,Mumbai,2016,Honda Jazz,7.0
11965,130000.0,998.0,Third Party insurance,Manual,90000.0,Third Owner,CNG,67.1,5.0,26.3,Hatchback,Mumbai,2011,Maruti Zen,12.0
11967,658000.0,1497.0,Third Party,Manual,50488.0,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Mumbai,2016,Honda City,7.0
11968,521000.0,1373.0,Third Party,Manual,58212.0,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Mumbai,2015,Maruti Ciaz,8.0
11969,554000.0,1197.0,Third Party,Manual,25304.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2019,Hyundai Grand,4.0
11970,676000.0,1197.0,Zero Dep,Manual,30576.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Mumbai,2020,Maruti Baleno,3.0
11971,609000.0,1396.0,Third Party,Manual,117092.0,Second Owner,Diesel,88.73,5.0,21.19,Hatchback,Mumbai,2016,Hyundai i20,7.0
11972,780000.0,1591.0,Third Party,Manual,96059.0,First Owner,Petrol,121.3,5.0,15.29,SUV,Mumbai,2017,Hyundai Creta,6.0
11973,401999.99999999994,998.0,Comprehensive,Automatic,36056.0,Second Owner,Petrol,67.0,5.0,20.51,Hatchback,Mumbai,2016,Maruti Wagon,7.0
11974,969999.9999999999,998.0,Comprehensive,Automatic,34499.0,First Owner,Petrol,118.35,5.0,18.15,SUV,Mumbai,2019,Hyundai Venue,3.0
11975,250000.0,998.0,Third Party insurance,Manual,20000.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Mumbai,2017,Maruti Wagon,6.0
11976,250000.0,1799.0,Third Party insurance,Automatic,80000.0,Third Owner,Petrol,130.2,5.0,13.9,Sedan,Mumbai,2010,Honda Civic,13.0
11977,480000.0,1248.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,74.0,5.0,27.39,Hatchback,Mumbai,2015,Maruti Baleno,8.0
11978,950000.0,1462.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,103.25,5.0,20.65,Sedan,Mumbai,2022,Maruti Ciaz,1.0
11979,825000.0,1197.0,Zero Dep,Manual,25500.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2019,Hyundai i20,4.0
11980,552000.0,1199.0,Comprehensive,Manual,30995.0,Second Owner,Petrol,88.7,5.0,17.5,SUV,Mumbai,2017,Honda WR-V,6.0
11981,635000.0,1197.0,Comprehensive,Automatic,24694.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Mumbai,2017,Maruti Swift,6.0
11982,655000.0,1197.0,Third Party,Manual,47575.0,Second Owner,Petrol,81.86,5.0,18.6,Hatchback,Mumbai,2019,Hyundai i20,4.0
11983,855000.0000000001,1798.0,Comprehensive,Automatic,29000.0,First Owner,Petrol,138.03,5.0,14.28,Sedan,Mumbai,2015,Toyota Corolla,8.0
11984,405999.99999999994,1197.0,Comprehensive,Manual,33716.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,2015,Hyundai Grand,8.0
11985,382000.0,1197.0,Third Party,Manual,33123.0,Third Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2017,Hyundai Grand,6.0
11986,392000.0,796.0,Third Party,Manual,16771.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Mumbai,2021,Maruti Alto,2.0
11987,517000.0,1373.0,Third Party,Manual,115379.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Mumbai,2015,Maruti Ciaz,8.0
11988,470000.0,1497.0,Third Party,Manual,52258.0,Second Owner,Petrol,117.3,5.0,17.4,Sedan,Mumbai,2014,Honda City,9.0
11991,80000.0,1399.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,92.7,5.0,14.49,Sedan,Mumbai,2006,Chevrolet Aveo,17.0
11992,1185000.0,1462.0,Comprehensive,Automatic,15000.0,First Owner,Petrol,103.26,7.0,17.99,MUV,Mumbai,2020,Maruti Ertiga,3.0
11993,370000.0,1197.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Mumbai,2015,Maruti Swift,8.0
11994,495000.0,1497.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,117.3,7.0,17.3,MUV,Mumbai,2015,Honda Mobilio,8.0
11996,333000.0,998.0,Third Party,Manual,29500.0,First Owner,CNG,58.2,5.0,26.2,Hatchback,Mumbai,2013,Maruti Wagon,10.0
11997,444000.00000000006,1197.0,Third Party,Manual,21376.0,First Owner,Petrol,85.8,5.0,19.1,Sedan,Mumbai,2014,Maruti Swift,9.0
11999,495000.0,1496.0,Comprehensive,Manual,39000.0,Second Owner,Petrol,88.73,5.0,16.78,Sedan,Mumbai,2017,Toyota Etios,6.0
12000,312000.0,1497.0,Third Party,Manual,97627.0,First Owner,Petrol,116.4,5.0,16.8,Sedan,Mumbai,2011,Honda City,12.0
12001,354000.0,1197.0,Third Party,Manual,29408.0,First Owner,Petrol,85.8,5.0,18.6,Hatchback,Mumbai,2013,Maruti Swift,10.0
12002,751000.0,1582.0,Comprehensive,Manual,61539.0,First Owner,Diesel,126.2,5.0,23.9,Sedan,Mumbai,2016,Hyundai Verna,7.0
12003,584000.0,1199.0,Third Party,Manual,26662.0,First Owner,Petrol,84.82,5.0,19.01,Hatchback,Mumbai,2021,Tata Tiago,2.0
12004,421000.0,1197.0,Third Party,Manual,94868.0,Third Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2015,Hyundai i20,8.0
12006,1100000.0,1582.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,126.2,5.0,20.5,SUV,Mumbai,2018,Hyundai Creta,5.0
12008,575000.0,1248.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,88.8,7.0,20.77,MUV,Mumbai,2013,Maruti Ertiga,10.0
12012,325000.0,1248.0,Third Party insurance,Manual,120000.0,Second Owner,Diesel,73.9,5.0,19.3,Sedan,Mumbai,2009,Maruti Swift,14.0
12013,595000.0,1199.0,Third Party,Automatic,35717.0,First Owner,Petrol,88.7,5.0,19.0,Hatchback,Mumbai,2016,Honda Jazz,7.0
12014,664000.0,1197.0,Third Party,Automatic,103414.0,First Owner,Petrol,103.5,5.0,17.21,Hatchback,Mumbai,2017,Volkswagen Polo,6.0
12015,531000.0,1197.0,Third Party,Manual,18196.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2017,Hyundai i20,6.0
12016,900000.0,1197.0,Comprehensive,Automatic,7100.0,First Owner,Petrol,88.5,5.0,22.56,Hatchback,Mumbai,2022,Maruti Swift,1.0
12017,571000.0,1197.0,Third Party insurance,Automatic,16133.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Mumbai,2017,Maruti Ignis,6.0
12019,343000.0,1197.0,Zero Dep,Manual,98500.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,2014,Hyundai Grand,9.0
12020,743000.0,1197.0,Third Party,Automatic,20036.0,First Owner,Petrol,81.86,5.0,17.4,Hatchback,Mumbai,2019,Hyundai i20,4.0
12021,975000.0,1396.0,Comprehensive,Manual,34500.0,First Owner,Diesel,88.7,5.0,22.1,SUV,Mumbai,2018,Hyundai Creta,5.0
12022,350000.0,1198.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,67.04,5.0,19.69,Hatchback,Mumbai,2018,Nissan Micra,5.0
12024,950000.0,1462.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,103.2,6.0,19.01,MUV,Mumbai,2020,Maruti XL6,3.0
12025,680000.0,1197.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,81.8,5.0,22.0,Sedan,Mumbai,2019,Maruti Swift,4.0
12027,725000.0,1199.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,86.83,5.0,19.33,Hatchback,Mumbai,2022,Tata Altroz,1.0
12028,523000.00000000006,998.0,Comprehensive,Manual,25746.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Mumbai,2018,Maruti Celerio,5.0
12030,342000.0,1498.0,Third Party,Manual,94470.0,Second Owner,Diesel,98.6,5.0,25.8,Sedan,Mumbai,2013,Honda Amaze,10.0
12032,501999.99999999994,1197.0,Third Party,Manual,99717.0,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2017,Hyundai Grand,6.0
12033,767000.0,1199.0,Third Party,Manual,108664.0,First Owner,Petrol,88.7,5.0,17.5,SUV,Mumbai,2018,Honda WR-V,5.0
12034,969999.9999999999,1497.0,Comprehensive,Manual,73875.0,First Owner,Diesel,113.42,5.0,23.22,SUV,Mumbai,2022,Tata Nexon,1.0
12038,300000.0,1461.0,Third Party insurance,Manual,100000.0,Fifth Owner,Diesel,108.45,5.0,19.01,SUV,Mumbai,2013,Renault Duster,10.0
12039,850000.0,1462.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,103.25,5.0,20.65,Sedan,Mumbai,2020,Maruti Ciaz,3.0
12041,550000.0,1197.0,Third Party insurance,Manual,30000.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,2018,Maruti Baleno,5.0
12042,475000.0,1197.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2017,Hyundai Grand,6.0
12043,300000.0,998.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,67.1,5.0,23.95,Hatchback,Mumbai,2015,Maruti Alto,8.0
12044,265000.0,1794.0,Comprehensive,Automatic,91000.0,Second Owner,Petrol,138.1,5.0,14.53,Sedan,Mumbai,2009,Toyota Corolla,14.0
12045,339000.0,998.0,Comprehensive,Manual,83856.0,Second Owner,CNG,58.16,5.0,26.6,Hatchback,Mumbai,2014,Maruti Wagon,9.0
12046,796000.0,1591.0,Third Party,Manual,52953.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Mumbai,2015,Hyundai Creta,8.0
12047,463000.0,1197.0,Comprehensive,Manual,53658.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2017,Hyundai Grand,6.0
12048,329000.0,799.0,Third Party,Manual,46806.0,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Mumbai,2017,Renault KWID,6.0
12049,652000.0,1199.0,Comprehensive,Automatic,18390.0,First Owner,Petrol,84.82,5.0,19.6,Sedan,Mumbai,2021,Tata Tigor,2.0
